Date,FXB,FXC,FXE,FXF,FXY,FXB_mom_1m,FXB_mom_3m,FXB_mom_12m,FXC_mom_1m,FXC_mom_3m,FXC_mom_12m,FXE_mom_1m,FXE_mom_3m,FXE_mom_12m,FXF_mom_1m,FXF_mom_3m,FXF_mom_12m,FXY_mom_1m,FXY_mom_3m,FXY_mom_12m,VIX,MOVE,US_T10Y,GBP_T10Y,JPY_T10Y,EUR_T10Y,CHF_T10Y,CAD_T10Y
2023-11-16,114.50579833984375,69.33782958984375,97.4648666381836,100.0389633178711,61.58000183105469,0.023607868775804564,-0.018666997253889872,0.0720878431049845,-0.0021816798836290507,-0.0095543573950857,-0.014584360683509323,0.03164543979802059,0.0030372405276537506,0.0631419828699431,0.011206375201531005,-0.007720183037739914,0.058942687603392274,-0.0062933577854786815,-0.037511686907676256,-0.08158092426156449,14.319999694824219,116.08000183105469,4.441,4.154,0.791,2.585,1.017,3.68
2023-11-17,114.97591400146484,69.57180786132812,98.02914428710938,100.40880584716797,62.0099983215332,0.026844368118044137,-0.016402833728792254,0.07094532005334075,0.0023080005777145196,-0.006349657433191935,-0.008970857997441906,0.03210248027487661,0.006639308230227403,0.0647265348339805,0.00781739496540923,-0.00827939477897699,0.06330763853019872,-0.00016127275325128476,-0.024386454031908644,-0.0735096662365039,13.800000190734863,113.11000061035156,4.439,4.102,0.752,2.59,1.005,3.684
2023-11-20,115.46522521972656,69.52306365966797,98.35018920898438,100.498779296875,62.59000015258789,0.031214383117208255,-0.009798600106516453,0.08069113354241297,0.0014657348621140986,-0.0062203605078321456,-0.008855395340171213,0.03505924893352241,0.01457311637298031,0.07089292139107406,0.008012553538759848,-0.0049349953788004886,0.07209001776619317,0.00967895560373111,-0.01742544108409738,-0.05964539590782003,13.40999984741211,115.08999633789062,4.426,4.128,0.744,2.615,0.998,3.653
2023-11-21,115.68587493896484,69.64981079101562,98.048583984375,100.63872528076172,62.56999969482422,0.02625740936513976,-0.007096072192293246,0.08123915689583994,0.0016066713946663036,-0.006336102067276861,-0.002699192732935951,0.02455641423623245,0.00964778509785158,0.07186612315870056,0.008607278441087773,-0.006596971634708959,0.07576205377130685,0.007893006593379548,-0.025237617774836463,-0.05909774895001174,13.350000381469727,112.79000091552734,4.398,4.108,0.697,2.555,0.956,3.645
2023-11-22,115.3980484008789,69.68879699707031,97.85403442382812,100.64871215820312,62.060001373291016,0.0303503862965937,0.00048412059318958534,0.08215062284220265,0.004979872346624337,-0.002331688219600725,0.0026624602977278755,0.02931164035095679,0.01289222165871129,0.07902350234124933,0.010732333099502167,0.0013058040729185816,0.08176322390045332,0.001613981444415824,-0.02650978237974877,-0.055403283775168566,12.850000381469727,111.56999969482422,4.408,4.16,0.731,2.565,0.973,3.654
2023-11-24,116.4533920288086,70.18602752685547,98.33074188232422,100.89861297607422,62.11000061035156,0.043696107997854394,0.009800378945251431,0.08688931462817973,0.016428503636114256,0.006182834450448649,0.00387969274989719,0.037186233509698186,0.0179283364118481,0.07800474715280403,0.01722375474730664,0.0030937803251378515,0.07681446523981439,0.003554713570411261,-0.02250551281982005,-0.060078709302296085,12.460000038146973,107.43000030517578,4.472,4.283,0.771,2.645,1.036,3.717
2023-11-27,116.6548843383789,70.12754821777344,98.54479217529297,101.03855895996094,62.4900016784668,0.045143417332023095,0.009964374260824638,0.07328034571413711,0.01744569024803777,0.005205179567595142,0.0024950700090884403,0.04008315535552365,0.018817634946495465,0.06954660500681564,0.021826488210860084,0.00428549306906123,0.06658970464656999,0.012147715899100353,-0.014819464325814935,-0.06661681065084035,12.6899995803833,109.30999755859375,4.39,4.212,0.775,2.555,0.961,3.656
2023-11-28,117.32646942138672,70.3420181274414,98.80744934082031,101.28845977783203,62.9900016784668,0.05134056695847833,0.01194363701461465,0.07630397148373258,0.02402664995028614,0.00520698072744441,0.006386057796633704,0.04178786505921139,0.014934101213401663,0.07206221540049373,0.026844836616958245,-8.48069929164641e-05,0.07410076971358515,0.014331774979295497,-0.01161145251976825,-0.06125181652931677,12.6899995803833,110.05999755859375,4.325,4.172,0.756,2.495,0.917,3.579
2023-11-29,117.2880859375,70.2445297241211,98.67124938964844,101.74826049804688,62.9900016784668,0.04597478028703028,0.007066742446336427,0.08934414090373455,0.01899876585826754,0.0017332959060663011,0.01414513047723287,0.03568626606207892,0.010222092765032942,0.0781074147947114,0.03119276724059672,0.005843939571293699,0.08380117903374029,0.01058879878105956,-0.008967899347210206,-0.06195085261180355,12.979999542236328,114.58999633789062,4.259,4.102,0.679,2.424,0.867,3.509
2023-11-30,116.53014373779297,70.36152648925781,97.89292907714844,101.58831787109375,62.619998931884766,0.04045848503724003,0.0031816575948726555,0.08070528048326442,0.02315107988375087,0.0017404191408958436,0.021614535013495084,0.030773654110037185,0.009251574893047954,0.07027671247525435,0.038832166309463734,0.009148311724237246,0.08649304113728351,0.021866843656671353,-0.020337911049755575,-0.06829341191954141,12.920000076293945,115.31999969482422,4.33,4.176,0.676,2.449,0.878,3.548
2023-12-01,117.46808624267578,70.78353118896484,97.82765197753906,102.30709075927734,63.209999084472656,0.04898561955260661,0.01748302628431264,0.08076218949572667,0.02938980586946216,0.013817282432111,0.017993357730164306,0.03152330713886009,0.014907003086639392,0.061431400224811306,0.04448479017528406,0.01891880104055943,0.08570819945766384,0.026636339090095884,-0.006444512013448422,-0.0642487604916876,12.630000114440918,111.51000213623047,4.209,4.143,0.704,2.361,0.791,3.422
2023-12-04,116.76583862304688,70.55885314941406,97.45721435546875,101.88723754882812,63.02000045776367,0.038178293167012045,0.014082442735143141,0.05816833488679274,0.016466169652863627,0.013559550510079177,0.013451036661712878,0.022373355169299947,0.016583783825080856,0.04548796076389405,0.03776250012336213,0.01950692271999732,0.07012912084279721,0.0205668090326101,0.0014301629135775595,-0.08653424541039212,13.079999923706055,118.25,4.259,4.199,0.69,2.35,0.781,3.449
2023-12-05,116.41954040527344,70.28531646728516,97.08679962158203,101.6473159790039,63.04999923706055,0.02047504961320934,0.015619922929360541,0.05154306127032293,0.006869382600412921,0.009630267305893447,0.011886354691960976,0.00809574966408988,0.012003653130139957,0.04044276390337531,0.026643171387953357,0.018940517661289347,0.06828213754619128,0.014481056944252613,0.0019068636787356041,-0.09228332755398816,12.850000381469727,127.19999694824219,4.167,4.03,0.675,2.238,0.727,3.341
2023-12-06,116.15017700195312,70.30486297607422,96.83336639404297,101.62732696533203,62.9900016784668,0.020603005743828007,0.015552444481118588,0.05852980125635443,0.010111862090722346,0.013019751193967366,0.02188270847851137,0.006074187702538314,0.012225443322154694,0.04276872846417645,0.027063501383284283,0.020375807547144076,0.07507348684411763,0.017280418946428844,-0.001743213919401465,-0.07625752422296317,12.970000267028809,124.9800033569336,4.114,3.946,0.65,2.213,0.74,3.283
2023-12-07,116.45801544189453,70.25601196289062,97.13555908203125,101.6073226928711,64.62000274658203,0.02642327743399031,0.01917937164609551,0.06488698383601776,0.014526130840281315,0.008646547033097418,0.025738259855438983,0.011565456639091698,0.014562021730314623,0.04753905803900693,0.02873200213843541,0.020584613948636532,0.07214143383316629,0.04681683501987277,0.027181734276228386,-0.051936630359884384,13.0600004196167,129.74000549316406,4.148,3.97,0.748,2.197,0.745,3.307
2023-12-08,116.09245300292969,70.29508972167969,96.83336639404297,101.10749053955078,63.97999954223633,0.025108314816022492,0.010915101034574715,0.05502642927363843,0.017238491654337107,0.005004670676918677,0.02544971642342375,0.006990220118346269,0.006819035836467924,0.040188080801673465,0.022326329215596408,0.012818855953981467,0.06630477768287801,0.04100228596326683,0.008830043983905744,-0.06475667128675677,12.350000381469727,121.6500015258789,4.229,4.041,0.772,2.268,0.793,3.375
2023-12-11,116.19827270507812,70.40254211425781,96.8821029663086,101.28742980957031,63.470001220703125,0.031021338212805283,0.013267790186797024,0.05419040676305853,0.020953902079259068,0.005005859937208701,0.022164769451372246,0.011590906737257933,0.009156251750830346,0.03611693189704934,0.0289294184564306,0.015332920193024124,0.06327113700475717,0.034555872849390434,0.004590074614222228,-0.07003661215086998,12.630000114440918,126.66000366210938,4.237,4.079,0.776,2.263,0.787,3.422
2023-12-12,116.2656021118164,70.30486297607422,97.17454528808594,101.62732696533203,63.79999923706055,0.030127959177658648,0.01461478212283951,0.051935681514958754,0.017523714709507754,0.003055100440495284,0.02659499625401396,0.01289516918443212,0.011794038222826542,0.04191868250707809,0.03112591342581128,0.020990536951235095,0.06527449867989255,0.04197288443635272,0.012377003707253698,-0.06547528381136725,12.069999694824219,118.62000274658203,4.21,3.969,0.735,2.23,0.734,3.407
2023-12-13,116.7947006225586,70.79328155517578,97.98359680175781,102.06717681884766,64.98999786376953,0.031047230719701613,0.02546570104111945,0.05600544954429054,0.024158914205904658,0.007233090504378703,0.03098974612076799,0.019673741712360915,0.02894049518975006,0.050161245863574955,0.03516880693055513,0.02830070627437853,0.07156900689775814,0.06140777967733868,0.031587267678881537,-0.04045482588749294,12.1899995803833,113.7699966430664,4.024,3.832,0.69,2.168,0.737,3.246
2023-12-14,118.1799545288086,71.29149627685547,98.95834350585938,102.61699676513672,65.4800033569336,0.024873866425444424,0.03902117351480139,0.06016568884187401,0.022997947286312437,0.014601555010558709,0.03263245871627962,0.012392703217806833,0.03738123116494241,0.05119859644254454,0.025257989280927484,0.0354037767692823,0.06948589243433911,0.059375536355002145,0.04217732689240661,-0.04853235037346004,12.479999542236328,118.04000091552734,3.921,3.782,0.676,2.126,0.652,3.152
2023-12-15,117.30455017089844,71.46733856201172,98.05182647705078,102.15715026855469,65.2300033569336,0.024184675540515954,0.031670610300614355,0.04667387715324112,0.02552119769001293,0.014860124991806778,0.03503581048239046,0.0065247094068248135,0.024650827711055312,0.0364949381160411,0.020256095294618026,0.03086796995426444,0.05786123075853489,0.06463200374708244,0.03737280930184306,-0.054637632508208744,12.279999732971191,115.75,3.915,3.688,0.711,2.013,0.614,3.122
2023-12-18,117.04480743408203,71.33055877685547,98.31501770019531,102.5470199584961,64.91000366210938,0.02217362903058162,0.029127342265859557,0.06558947503317536,0.02873942260378448,0.009160597847498675,0.04069993106479797,0.008722641207397519,0.028755769830898448,0.044364779707028124,0.025070797991535665,0.035324072112736804,0.06808904851060427,0.054076026827517554,0.033105232698347864,-0.0420601886698766,12.5600004196167,118.45999908447266,3.935,3.695,0.67,2.074,0.646,3.167
2023-12-19,117.69896697998047,71.68223571777344,98.83163452148438,103.3167724609375,64.45999908447266,0.023683681944732582,0.03827648020653762,0.07273645149525265,0.030334526603819967,0.0162302046470717,0.048465711484438234,0.008186241349048773,0.03584251172654018,0.05339725138915408,0.028961270769376046,0.0444659049531535,0.08252999214598478,0.039509769863816935,0.028234176049408477,-0.055254346870522664,12.529999732971191,115.02999877929688,3.931,3.659,0.64,2.016,0.655,3.142
2023-12-20,117.00635528564453,71.50639343261719,98.44173431396484,102.97689056396484,64.5199966430664,0.013347136014200345,0.03565375493152945,0.06761065832938162,0.028527652099137768,0.014435693123355131,0.04341097094420343,0.0009308076142684474,0.031336826766221515,0.04763385186910685,0.02465812305808668,0.046741073602780014,0.07368401710017691,0.03083554059391891,0.02494036316281112,-0.05284800291198255,13.670000076293945,111.87000274658203,3.853,3.527,0.554,1.978,0.671,3.059
2023-12-21,117.47772216796875,71.98505401611328,99.0948257446289,103.82660675048828,65.2300033569336,0.015488902426067819,0.044944650583373935,0.0699877755708207,0.03352834987742548,0.021085701515683564,0.0471781635430204,0.010670646303475806,0.040185992143360716,0.05404551336948438,0.03167648895425712,0.059036422574548775,0.07928185771390783,0.04251244486308359,0.04201285857698145,-0.07971210659452899,13.649999618530273,111.93000030517578,3.892,3.531,0.581,1.954,0.711,3.122
2023-12-22,117.65088653564453,72.0534439086914,99.18254852294922,103.9765625,65.08999633789062,0.01952232438922663,0.04888852038218805,0.07977813650404153,0.03393152147138512,0.019667947308277256,0.04715286895184034,0.01357648774466469,0.045467931774016535,0.054763237891997996,0.03306401314470908,0.06632765555444453,0.08027965611248966,0.04882363676362478,0.04294178011586136,-0.07673764059729615,13.029999732971191,111.37999725341797,3.901,3.505,0.625,1.969,0.697,3.214
2023-12-26,117.88175964355469,72.39534759521484,99.45549774169922,104.21649169921875,65.08999633789062,0.012265573289550469,0.0552556978931833,0.08554283823365139,0.03147806117840224,0.028605723160867846,0.05476225172828553,0.01143849662724028,0.05059888781431332,0.05918014201615551,0.03288329368740972,0.07285698218505599,0.08842349689091034,0.04797932214224443,0.044280353373274295,-0.07647569186037384,12.989999771118164,116.0,3.897,3.5275,0.633,1.9775,0.697,3.214
2023-12-27,118.52627563476562,72.39534759521484,100.0598373413086,105.5560531616211,65.43000030517578,0.016042116941785256,0.061932522630056,0.09044162269587663,0.03233820994852121,0.02803816383276425,0.05124417683585469,0.015374177899940555,0.06351624157917257,0.06387547433156349,0.044710596114601486,0.09294463826112742,0.10564523501740841,0.04704750436455929,0.05345354471419683,-0.06768310030414304,12.430000305175781,114.52999877929688,3.789,3.435,0.601,1.9,0.684,3.067
2023-12-28,117.9394760131836,72.28789520263672,99.6894302368164,105.37611389160156,65.63999938964844,0.005224793644776016,0.05208788758682226,0.08673171259812085,0.027663082848573994,0.02467558872036113,0.043881518489861326,0.008926259121959879,0.05371748405048371,0.05756245987549313,0.040356563055016004,0.08457153644188398,0.09858502035449535,0.04207013241099089,0.05445782152045675,-0.060271999662711906,12.470000267028809,113.77999877929688,3.846,3.495,0.59,1.941,0.67,3.109
2023-12-29,118.12224578857422,72.17066192626953,99.4652328491211,105.74600219726562,65.80999755859375,0.0071120595447240476,0.053270130173347585,0.08888635388126587,0.027420387177665484,0.029817678820613702,0.048564346706338135,0.008046755913034609,0.05037919529867119,0.0582017552190095,0.03929051641423875,0.08849053939587281,0.10106443150244426,0.044768944355989326,0.05820869933787187,-0.051592475321288855,12.449999809265137,114.62000274658203,3.866,3.539,0.616,2.028,0.701,3.107
2024-01-02,116.99264526367188,71.71060943603516,98.61746978759766,104.61624908447266,65.30999755859375,0.00396894323686392,0.05195669119809487,0.07531102722431382,0.019173588381191653,0.03080950639821678,0.03726528214588831,0.007401358987616069,0.049887997502229275,0.043321698260550656,0.02980589970217906,0.07917084864956281,0.0827654687143431,0.04295750036078805,0.052877621213038184,-0.06899506574493286,13.199999809265137,127.0199966430664,3.941,3.642,0.616,2.067,0.701,3.179
2024-01-03,117.36885070800781,71.59313201904297,98.42212677001953,104.6662368774414,64.70999908447266,-0.0008447871915011618,0.05643002893689175,0.07700414748008488,0.01143770050008941,0.033021646012886485,0.03513604295925088,0.006076756218343693,0.049109633401612784,0.0376717496586243,0.023059458544422817,0.08382114771737936,0.0850787185155597,0.02373042274522774,0.03602305528306271,-0.08987341106588442,14.039999961853027,124.56999969482422,3.92,3.643,0.628,2.017,0.709,3.16
2024-01-04,117.60037231445312,71.62249755859375,98.70537567138672,104.64624786376953,64.04000091552734,0.007147070592284699,0.0526217452643134,0.0870200458979371,0.015074570542229937,0.035189503103295605,0.045745104626821576,0.012807274701751581,0.04703576031767387,0.055532248879403,0.02707905701751101,0.07792453251300313,0.09876109940571931,0.01618534513415759,0.02776439582904411,-0.10144515319326086,14.130000114440918,121.12000274658203,4.003,3.728,0.617,2.104,0.824,3.242
2024-01-05,117.9476547241211,71.52462768554688,98.6076889038086,104.62625122070312,64.05000305175781,0.013125926399709664,0.05194656556854049,0.08401648669534678,0.017632576483290974,0.031164570322614216,0.029908046396240895,0.015665253032900228,0.04309849808973465,0.04995963351881816,0.029306580434593554,0.07340843095727001,0.09133616455068116,0.015860488926215055,0.02365356183717582,-0.0896816018171751,13.350000381469727,116.19000244140625,4.051,3.785,0.601,2.143,0.83,3.263
2024-01-08,118.237060546875,71.59313201904297,98.77373504638672,104.94617462158203,64.30000305175781,0.01796711463372791,0.050136861082020756,0.09939798159999991,0.01832403888486578,0.028545651899654745,0.03805554501579067,0.020038223647495856,0.04068641648176374,0.05930891322099696,0.03265703974859191,0.07316927982179577,0.10179463782524367,0.020796973144689312,0.033263755821121954,-0.08103470158676573,13.079999923706055,117.72000122070312,4.027,3.773,0.609,2.123,0.827,3.236
2024-01-09,117.72579193115234,71.43651580810547,98.5197982788086,104.36630249023438,64.11000061035156,0.010886124793104912,0.04550705607185357,0.07751088714711907,0.016802887215380036,0.020021818096252364,0.025103483883512023,0.014250591748881103,0.03992595879495009,0.04432607895890128,0.02715335592202206,0.06311058720432805,0.0863592681705192,-0.00789232613050983,0.0246124488259305,-0.09256901308249454,12.760000228881836,114.91999816894531,4.015,3.782,0.583,2.189,0.874,3.224
2024-01-10,118.10198211669922,71.54419708251953,98.88117980957031,104.48628997802734,63.54999923706055,0.01730973083770415,0.04414590840587396,0.07347636261104218,0.01776948241741283,0.020992122061233465,0.02215131095613576,0.021147807742159852,0.0404349024658055,0.03958591597761618,0.03341789436614362,0.0628178166444211,0.07941067912367661,-0.006720855083656496,0.017288266291877408,-0.10290792599788479,12.6899995803833,109.62999725341797,4.03,3.822,0.587,2.213,0.891,3.275
2024-01-11,118.34314727783203,71.45610809326172,98.92023468017578,104.36630249023438,63.720001220703125,0.018458747473792503,0.044070113655523935,0.07815439164399174,0.014964885462431798,0.02101075311016043,0.02397680709169281,0.021037236511845414,0.03988941893450115,0.03968187145532198,0.03039738185135743,0.058691251903276065,0.08017855182875078,0.003938868681137686,0.023285703425085957,-0.09770605009234246,12.4399995803833,103.44999694824219,3.975,3.845,0.603,2.207,0.89,3.249
2024-01-12,118.2081069946289,71.37779998779297,98.75420379638672,104.3563003540039,63.97999954223633,0.01670747708289788,0.05444949634224394,0.07756996970046393,0.015261206213912804,0.0268874905769807,0.022012478307595895,0.0162558878317125,0.04636823894869013,0.03615894582590129,0.026852751815491516,0.06626539741418225,0.09033897132347679,0.002821321431477619,0.03160269380854719,-0.09132230912428296,12.699999809265137,106.51000213623047,3.939,3.796,0.592,2.143,0.848,3.22
2024-01-16,117.22413635253906,70.94711303710938,98.07051849365234,103.23656463623047,62.93000030517578,0.0036768425938114024,0.04835628716203133,0.06277406211314851,0.0021729672442674097,0.017273625993392328,0.011681601165385969,0.0008871045229170704,0.04073002266251469,0.02004499711070684,0.011457040880618052,0.047443504183876106,0.07471160569650026,-0.03169714765819609,0.014018674067564296,-0.12875540107343875,13.84000015258789,113.44000244140625,4.054,3.802,0.592,2.216,0.828,3.362
2024-01-17,117.70648193359375,70.81986236572266,98.13888549804688,102.84666442871094,62.540000915527344,-0.004006369752828309,0.04658056381896292,0.06487955656684141,-0.0066155703802491805,0.013046332854521392,0.012218592084511481,-0.008280837964552035,0.03633003338618401,0.022491984295450962,0.0022381054875331152,0.04053305528805251,0.06820747998604393,-0.044899240847319444,0.006761139582489584,-0.14293545471692515,14.789999961853027,105.86000061035156,4.106,3.984,0.611,2.274,0.904,3.443
2024-01-18,117.9187240600586,70.89816284179688,98.03144073486328,102.41675567626953,62.54999923706055,0.005235720935508281,0.05123996700422406,0.0627343491937411,-0.007964137628001522,0.016146677877040494,0.012505793754751915,-0.00020790782711499478,0.03286555593952212,0.02527001636786852,0.002541235802216324,0.036602804455672544,0.05967230284594982,-0.0410854512026968,0.009033675486869175,-0.14032438976641948,14.130000114440918,107.22000122070312,4.142,3.931,0.656,2.307,0.893,3.494
2024-01-19,117.87049102783203,71.27012634277344,98.30491638183594,102.43675231933594,62.56999969482422,0.007054423103861396,0.05368604788438858,0.05701858152602646,-0.000847216608397594,0.025625378851549918,0.026810231127761153,-0.00010274440869428858,0.04053719245859333,0.028647032488106516,-0.001075288576935618,0.03544352684978502,0.05312683981237498,-0.0360499743531999,0.009682079430404222,-0.136012133708461,13.300000190734863,104.97000122070312,4.13,3.93,0.671,2.304,0.895,3.491
2024-01-22,118.08271026611328,71.01563262939453,98.26585388183594,102.38675689697266,62.619998931884766,0.003260379389719459,0.05459101640477804,0.0544792180413467,-0.009299418212950994,0.023108913489877647,0.020607516313210228,-0.005724691718272057,0.03459468360480278,0.024019644789687877,-0.009001593272926378,0.02767036958814728,0.05131648040581016,-0.02854483677817976,0.009674273938931943,-0.13817787261494807,13.1899995803833,106.87000274658203,4.107,3.909,0.652,2.259,0.895,3.461
2024-01-23,117.77400970458984,71.12330627441406,97.89469909667969,102.14680480957031,62.529998779296875,0.006560792506280944,0.051834026510084286,0.05110529345460524,-0.005357383302573071,0.02451690754891378,0.015165397837963779,-0.005556944126364871,0.030265569761874556,0.017504844570508604,-0.008060893564065363,0.024542410089969602,0.054371216138135114,-0.030843117906196982,0.008711035428438318,-0.13152779473198783,12.550000190734863,107.69999694824219,4.132,3.987,0.64,2.349,0.938,3.473
2024-01-24,118.14056396484375,70.81986236572266,98.18770599365234,103.03660583496094,62.869998931884766,0.005642276549483016,0.04803312573349161,0.05614793813757979,-0.016186577426611448,0.018432725188534782,0.010281414905363384,-0.009154057683236072,0.026010166459612183,0.019228125295995824,-0.007608848446967409,0.0326389796878046,0.06608568746004706,-0.036179737905807974,0.012725468388032457,-0.11909770894753591,13.140000343322754,105.77999877929688,4.18,4.011,0.722,2.334,0.942,3.501
2024-01-25,117.97659301757812,71.04499053955078,97.83609771728516,102.56671142578125,62.79999923706055,0.002768415024521742,0.05337334447236475,0.05805939364878143,-0.01399590795991057,0.02453749526349913,0.013077300921853663,-0.013575481026811054,0.0291229668747639,0.014263997412053753,-0.013559316064317373,0.029993224103802785,0.06210233251906372,-0.03518201305377877,0.013557136297608352,-0.12388394294515703,13.449999809265137,105.88999938964844,4.12,3.987,0.749,2.283,0.897,3.477
2024-01-26,117.98622131347656,71.28968811035156,97.96306610107422,102.95662689208984,62.66999816894531,0.0008861563505477843,0.0574338611947498,0.052734369814719795,-0.015272521254340421,0.03241162898076877,0.017679410709544152,-0.015006024548799402,0.03330801341893763,0.012757613932535161,-0.012088919772554108,0.03797191551209389,0.06065120173115557,-0.03717926417421791,0.01260298573257601,-0.12909951408729126,13.260000228881836,100.2300033569336,4.139,3.97,0.716,2.297,0.917,3.522
