Price,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume
2021-01-14,107.36758542861541,121.98086877947263,98.18946838378906,78.82198333740234,136.56892566310503,135.36862245682082,107.44013888308365,122.05460833762619,98.19834862353215,78.831114542507,136.63065221158965,135.42185215114603,107.04110180258667,121.87947864505932,98.18946838378906,78.81285909736641,135.4315184845009,133.78053104245373,107.13179016113281,121.92556762695312,98.18946838378906,78.82198333740234,135.6872100830078,134.1620330810547,8113000,944900,2072600,3344000,272900,14835500
2021-01-15,107.35849927764457,122.00851643725785,98.19834862353215,78.82199214592569,136.30440269039633,135.02254880471347,107.4945352556928,122.10069439884053,98.2072356420842,78.84025455817587,136.4719307963482,135.17337070953582,107.20432839809263,121.94400311565582,98.18946838378906,78.82199214592569,135.81064413848222,134.3837657151392,107.42198181152344,122.07304382324219,98.18946838378906,78.83112335205078,136.18978881835938,134.6942901611328,5978400,568600,1572400,3148300,177100,11624700
2021-01-19,107.26785827030177,121.99011166282173,98.18946838378906,78.82198739179516,135.94289746487613,134.51679921460268,107.48551177978516,122.12836456298828,98.19834862353215,78.85850524902344,136.49838256835938,135.17332984082196,107.22251753699457,121.96246108278842,98.180581365237,78.82198739179516,135.81945782564782,134.4192070071586,107.48551177978516,122.12836456298828,98.18946838378906,78.85850524902344,136.49838256835938,135.12896728515625,4035700,1021400,2154600,3019500,262600,9575600
2021-01-20,107.36761903676664,122.05462499477127,98.19834862353215,78.8493881225586,136.17220610560315,134.845116424511,107.5308609008789,122.12836456298828,98.19834862353215,78.85851236388706,136.65715254265783,135.27983441788683,107.34041321259467,122.05462499477127,98.18946838378906,78.8402569161604,136.07521681819222,134.66766614246157,107.5308609008789,122.12836456298828,98.18946838378906,78.8493881225586,136.52488708496094,135.26210021972656,4277700,699600,1527600,2392300,204700,5368900
2021-01-21,107.34947264553468,122.06377431679721,98.18946838378906,78.85850524902344,135.8547457562748,134.3571982780875,107.44923193621585,122.12830167990657,98.19834862353215,78.86763645459779,136.14571352836893,134.6322273508176,107.285990089563,122.05456214965758,98.18946838378906,78.84024980294384,135.59904068962567,134.05555436203258,107.37667846679688,122.10986328125,98.18946838378906,78.85850524902344,135.89883422851562,134.31283569335938,4254500,1403300,1747900,1574700,187100,8162700
2021-01-22,107.46734827651478,122.13758454608688,98.18946838378906,78.85850524902344,136.066378592904,134.72091324060696,107.55803663808011,122.1928997740757,98.19834862353215,78.86763645459779,136.22508096721987,134.86285451776783,107.41293664339128,122.12837237361481,98.18946838378906,78.85850524902344,135.8371238914507,134.33941136824924,107.53990173339844,122.1744613647461,98.18946838378906,78.85850524902344,136.17218017578125,134.74752807617188,4706200,700600,1178100,4095800,300400,9507200
2021-01-25,107.69407609158144,122.22972559855504,98.18946838378906,78.85850642856643,136.74525477952318,135.5282187112846,107.97521209716797,122.34955412641497,98.2072356420842,78.86763763427734,137.35364063210275,136.35331902086884,107.65779936197694,122.22051342886627,97.86071648545278,78.85850642856643,136.6570913011518,135.42175939555227,107.97521209716797,122.33111572265625,98.18946838378906,78.86763763427734,137.20375061035156,136.3355712890625,5689200,647100,1903100,2037500,184900,8712600
2021-01-26,107.86639541100826,122.29425232908211,98.2072356420842,78.87676766017212,137.02747914094215,135.82989397751624,107.97521868738504,122.33112914064444,98.2072356420842,78.87676766017212,137.35370973748013,136.27349256851068,107.84825358555938,122.29425232908211,98.18946838378906,78.85850524902344,136.9216640781835,135.67019144522982,107.9389419555664,122.31269073486328,98.18946838378906,78.85850524902344,137.19500732421875,136.07830810546875,4257100,1348700,2840800,2015500,137500,7690300
2021-01-27,108.12032197571256,122.38643811486851,98.1983413696289,78.87676766017212,137.67113140883984,136.69053942638,108.22914524842673,122.45096550703491,98.20722838752448,78.88589886574646,137.9620992942368,137.07202789271236,108.02963360875778,122.3587875366211,98.1983413696289,78.85850524902344,137.3889892936755,136.21144514591506,108.06591033935547,122.3587875366211,98.1983413696289,78.85850524902344,137.53887939453125,136.42437744140625,5764700,994500,1969800,3786800,132000,7895200
2021-01-28,107.92081843857457,122.30349299298102,98.19834862353215,78.86764357028525,137.256696237244,136.09604740601296,107.92988935225631,122.30349299298102,98.2072356420842,78.86764357028525,137.256696237244,136.14929061047496,107.66688820812482,122.19289067401118,98.18946838378906,78.8493881225586,136.41906892250816,134.99593152312465,107.78478240966797,122.2481918334961,98.18946838378906,78.8493881225586,136.9304656982422,135.67019653320312,5394200,1842800,3774100,2429600,176100,10667800
2021-01-29,107.47642039574386,122.14677697628404,98.1983413696289,78.86763881368378,135.83714850442766,134.33941259258884,107.73035057861073,122.28502984702808,98.20722838752448,78.87677001953125,136.54252391055337,135.28872019491052,107.44014366689451,122.13755074198006,98.1983413696289,78.85850760783632,135.75779730289167,134.2329532493589,107.59431457519531,122.22972869873047,98.1983413696289,78.87677001953125,136.21629333496094,134.85398864746094,7952100,777900,1796400,3237800,513200,14965900
2021-02-01,107.60157381799849,122.2546353076608,98.19834862353215,78.8858871459961,136.07152204667946,134.7083366617383,107.78306986628257,122.33764148807973,98.19834862353215,78.8858871459961,136.56577982085918,135.33009205069425,107.56527322361558,122.23618479858499,98.18946838378906,78.86762536111078,135.99209064743934,134.55733989250976,107.72862243652344,122.3191909790039,98.18946838378906,78.8858871459961,136.30982971191406,135.0103302001953,3640700,1203100,2248100,3266300,257300,8165500
2021-02-02,107.39286676574564,122.18086433717656,98.18946838378906,78.8767663735388,135.5243205942701,133.89112946361138,107.50176856880478,122.20853306783087,98.19834862353215,78.8767663735388,135.78027072321152,134.20200028618467,107.35657308835764,122.15319560652225,98.18946838378906,78.8584976196289,135.3654443158633,133.69571875079532,107.4563980102539,122.17164611816406,98.18946838378906,78.8584976196289,135.6743621826172,134.13983154296875,3609800,925000,1183600,2245400,179300,9177500
2021-02-03,107.31116325334375,122.125564141623,98.19834259625122,78.85850325666945,135.2683467769282,133.61580008479365,107.36561067664232,122.14400058527374,98.20722961425781,78.86763763427734,135.40956713206023,133.757919465038,107.17503777146771,122.06099436798205,98.19834259625122,78.85850325666945,134.74761186833243,132.86081628958954,107.19319152832031,122.0794448852539,98.20722961425781,78.86763763427734,134.81822204589844,132.9496307373047,3844200,490500,1335200,2219000,192500,9633100
2021-02-04,107.06616572462525,122.03327033496517,98.1983413696289,78.85850325666945,134.44749740532228,132.4877623348158,107.20228431185815,122.10705829699778,98.20722838752448,78.86763763427734,134.7034474553206,132.78087847244925,106.98448764865442,122.00560160840477,98.1983413696289,78.85850325666945,134.21802448230616,132.16800050769297,107.15691375732422,122.08860778808594,98.1983413696289,78.86763763427734,134.56224060058594,132.59434509277344,2146000,547900,1214000,1848200,190500,8262600
2021-02-05,107.12970356225455,122.09782626784177,98.20722961425781,78.87675973729722,134.34165956720116,132.43452408448258,107.24767532729099,122.16238193130866,98.21611663226439,78.8858871459961,134.65056403366162,132.8519914582916,106.9300537109375,122.02403831415592,98.19834259625122,78.86762536111078,133.60909391113813,131.47523821827812,106.9300537109375,122.03325653076172,98.20722961425781,78.8858871459961,133.65321350097656,131.48411560058594,5498000,834800,2456800,1495900,218500,10258900
2021-02-08,106.91188614635563,121.99637984941776,98.20722838752448,78.86763564215408,133.8032053691479,131.72386957001137,107.12061285223247,122.0793860266894,98.21611540542004,78.87677001953125,134.37689444116947,132.5765586233818,106.84836183128547,121.96871112366054,98.1983413696289,78.86763564215408,133.609030782538,131.49292222173543,106.97541046142578,122.01481628417969,98.1983413696289,78.87677001953125,133.9444122314453,132.06138610839844,2861300,747200,1262200,2193100,183400,11574800
2021-02-09,107.093383725751,122.01481628417969,98.19834259625122,78.8767663735388,134.34168641120775,132.5410169080113,107.20227858972484,122.0793860266894,98.20722961425781,78.8767663735388,134.59763664699116,132.9407156926086,107.0117056541399,122.00559806679873,98.19834259625122,78.8584976196289,133.93568105692398,132.043612771335,107.05708312988281,122.01481628417969,98.20722961425781,78.8584976196289,133.962158203125,132.15907287597656,4458500,653800,1380800,1930700,1729500,5218300
2021-02-10,107.17503524469048,122.0886292119734,98.20722961425781,78.87677201188525,133.90035203264623,132.59430885640646,107.32930755615234,122.15319896768804,98.20722961425781,78.87677201188525,134.7035143960889,133.03842163085938,107.16595836647816,122.0701927734411,98.19834259625122,78.85850325666945,133.90035203264623,132.4699578216895,107.32930755615234,122.14396667480469,98.20722961425781,78.86763763427734,134.64173889160156,133.03842163085938,6726800,865200,1551700,3016100,173300,8079800
2021-02-11,107.32929838434396,122.14397885380342,98.1983413696289,78.87677201188525,134.66815733964262,132.9496297286538,107.36559897046165,122.16242936779261,98.20722838752448,78.87677201188525,134.74758872544416,133.04733510767426,107.20224979474645,122.09787367925831,98.1983413696289,78.86763763427734,134.06797766716943,132.12358624959447,107.24762725830078,122.1163101196289,98.1983413696289,78.86763763427734,134.20919799804688,132.31011962890625,5949900,403900,1145800,2348600,220400,11962700
2021-02-12,106.98449345999163,122.01486661314665,98.1983413696289,78.86763564215408,133.30897006915072,131.19087401470398,107.10246521654533,122.06098586630348,98.20722838752448,78.88589742941996,133.59141080473373,131.5284039655238,106.85744482258565,121.95952913880649,98.1983413696289,78.86763564215408,132.8765012106231,130.59576469047707,106.89374542236328,121.98719787597656,98.1983413696289,78.87677001953125,132.9559326171875,130.6668243408203,8802400,648500,1448500,3364600,331800,14088400
2021-02-16,106.42182036385209,121.75656063392621,98.1983413696289,78.85850724183904,131.39370167994778,128.9881457894484,106.52164525964687,121.80267986623112,98.20722838752448,78.86764161990855,131.88795945229097,129.37896729187744,106.04975141704146,121.55364727067558,98.1983413696289,78.84024545318901,131.09361852781285,128.49074153299307,106.12235260009766,121.57209777832031,98.1983413696289,78.84937286376953,131.1730499267578,128.67726135253906,8909000,872900,1695800,3364200,304000,17789100
2021-02-17,106.1949691772461,121.59980319082,98.1983413696289,78.84936887906154,131.737908924875,129.63658047068617,106.33109469317684,121.68280938984437,98.20722838752448,78.86763763427734,132.28513439351278,130.01852469390343,106.06792054201244,121.58136675122658,98.1983413696289,78.84936887906154,131.30544013721726,128.77500017651914,106.1949691772461,121.62747192382812,98.1983413696289,78.86763763427734,131.79969787597656,129.4944610595703,4789700,711800,1201900,2307600,142000,11199100
2021-02-18,106.02254097724278,121.57212918734095,98.1983413696289,78.86763763427734,131.62323895089224,128.44634792108093,106.26756134619409,121.70125462698692,98.20722838752448,78.87677201188525,131.83505609654205,129.32569644111427,105.94086290517184,121.53524223613528,98.1983413696289,78.84936887906154,130.95244874294931,128.18876837355188,106.1858901977539,121.66436767578125,98.1983413696289,78.86763763427734,131.6761932373047,128.97039794921875,4469900,427900,1098200,2362300,93900,10755300
2021-02-19,105.86825541230971,121.53524544718475,98.1983413696289,78.8585012647769,130.79352208948134,127.95778053257037,105.96807338450219,121.5813646926234,98.20722838752448,78.87677001953125,131.0759493017677,128.18872786763913,105.60508131638068,121.42455644340842,98.1983413696289,78.8585012647769,130.04330081783837,126.88303512316413,105.75935363769531,121.49834442138672,98.1983413696289,78.87677001953125,130.3522186279297,127.25608825683594,5851800,515700,966300,2113900,103100,12741700
2021-02-22,105.67769261173767,121.42451167888221,98.1983413696289,78.86763199658385,129.8933009488937,127.04287694962964,105.87734243556724,121.525968351997,98.20722838752448,78.86763199658385,130.3522604671234,127.67352294244982,105.50527342867385,121.3599560179615,98.1983413696289,78.8584976196289,129.0901251588711,125.87930385264916,105.58694458007812,121.39684295654297,98.1983413696289,78.8584976196289,129.43434143066406,126.28787994384766,3828000,836700,1375200,3801600,132100,13203900
2021-02-23,105.51432275010282,121.38765043961502,98.20722838752448,78.84936887906154,128.9224082450053,125.70164972707978,105.79565059394905,121.5444445906036,98.20722838752448,78.86763763427734,129.58436348109382,126.57210673639406,105.42357473619066,121.36919992961178,98.1983413696289,78.84936887906154,128.77235320674646,125.36411977207842,105.6686019897461,121.47988891601562,98.1983413696289,78.86763763427734,129.1871795654297,125.9237060546875,7344900,2092500,1421900,9025900,95400,12658500
2021-02-24,105.1422763469263,121.24931805789143,98.20722838752448,78.84024545318901,127.5896951028702,123.77427707791472,105.57786967649984,121.39687993077328,98.20722838752448,78.84937286376953,128.71061002151464,125.39971844945087,105.07875203121219,121.20319881540847,98.1983413696289,78.83111107511951,127.46613063315864,123.60551199863208,105.52342224121094,121.35999298095703,98.1983413696289,78.84937286376953,128.5076141357422,125.09772491455078,7133700,1324900,1795100,2530000,97300,17363100
2021-02-25,104.91540607119343,120.93571436420453,98.19834862353215,78.79459383656186,127.48373782798778,123.92527302267601,105.01523098808804,120.97261538724435,98.2072356420842,78.79459383656186,127.65143528726149,124.2805579374645,103.54508787679318,120.12407481434605,98.18946838378906,78.69413656329976,124.85357313928097,121.34053257484997,104.11681365966797,120.32698822021484,98.18946838378906,78.73066711425781,125.68321228027344,123.05480194091797,35760600,7173100,2040200,4956100,565700,52621700
2021-02-26,104.48885727713001,120.53909811473393,98.1894611305418,78.78543554715547,127.42193587222894,125.03558643396529,105.09687658772556,120.90802383692329,98.1983413696289,78.83110046386719,129.16067229740432,127.2827972846116,104.098634585148,120.29928372905808,98.1894611305418,78.74891197477176,126.71586122582137,124.06740972675374,105.05150604248047,120.88958740234375,98.1983413696289,78.83110046386719,129.0547637939453,127.12290954589844,28188400,3996700,1275300,5187500,499900,45423300
2021-03-01,104.85173586880775,120.90619823268244,98.1894611305418,78.82380676269531,127.72434394784143,125.08817341458655,105.05150645545466,120.94312122532536,98.20722838752448,78.83294346967271,128.25442233986607,125.75514432044763,104.65196528216084,120.7862337115821,98.1894611305418,78.80553334874052,127.3797747939504,124.58126901274437,104.93345642089844,120.9246597290039,98.1983413696289,78.82380676269531,128.10423278808594,125.44388580322266,9616500,1455400,2201800,3366700,155100,22048000
2021-03-02,104.84267719363879,120.90618013514441,98.18946838378906,78.82383559940934,127.6359806797163,124.85691964132776,105.13325076866518,121.09999061252056,98.19834862353215,78.84210205078125,128.29858872776046,125.5061142782197,104.79727918593434,120.87849493580404,98.18946838378906,78.82383559940934,127.54762754765898,124.75909672135465,105.1241683959961,121.09076690673828,98.18946838378906,78.84210205078125,128.21023559570312,125.4527587890625,6271000,1556800,1806600,5519200,93000,12482200
2021-03-03,104.62475049824882,120.85084900826607,98.1983413696289,78.82380512863774,127.00866975568664,123.94987864149857,104.6429083160709,120.85084900826607,98.1983413696289,78.82380512863774,127.37972853960326,124.63462567447621,104.3614171089947,120.66627625868682,98.1894611305418,78.78726527075106,126.44324492103394,123.39850679355396,104.56118774414062,120.7862548828125,98.1983413696289,78.79640197753906,127.15885925292969,124.09215545654297,8377300,1368600,1718300,2406100,108700,19763700
2021-03-04,104.55210401602,120.81392809947904,98.18946838378906,78.80553171506176,127.00866204074521,124.17220029817308,104.67014714988485,120.86929851065707,98.19834862353215,78.81466842184976,127.32671433346722,124.44787943296902,103.88923629288732,120.45400634482505,98.18946838378906,78.78726527075106,125.78062942066671,122.68708005266498,104.0436019897461,120.51860046386719,98.18946838378906,78.79640197753906,126.28421783447266,123.29179382324219,12327900,2378700,1861800,2566100,283000,22366600
2021-03-05,103.62589137050173,120.26946611415552,98.18946838378906,78.77812856396308,125.63931081058021,122.87378534848453,104.03450803500667,120.51863303178942,98.19834862353215,78.79640197753906,126.39025841542505,123.91425799648532,103.53508150921641,120.23254310872791,98.180581365237,78.76899882644037,125.51562452973556,122.71371889627831,103.89830017089844,120.43557739257812,98.18946838378906,78.79640197753906,126.19589233398438,123.53186798095703,8634600,1538300,7951000,4413600,132300,20598000
2021-03-08,103.65315603674357,120.2417048754269,98.18946838378906,78.78723311165946,126.05449690226459,123.4607667376533,103.68039623043438,120.25094266302514,98.19834862353215,78.78723311165946,126.05449690226459,123.52301030136093,103.45338537924914,120.084817388183,98.180581365237,78.75982997174609,125.43606567382812,122.57147216796875,103.48970794677734,120.09405517578125,98.18946838378906,78.76896667480469,125.43606567382812,122.57147216796875,7416400,977500,4312700,2729700,142200,15236600
2021-03-09,103.94371894012026,120.29712886422664,98.1894611305418,78.76896667480469,126.57577520029673,123.85201200792562,104.0708444494609,120.3617229886625,98.1983413696289,78.76896667480469,126.8673242778261,124.34112655148117,103.78027086699363,120.20483544989204,98.1894611305418,78.75069326868748,126.26655280512549,123.58522102329958,103.98004150390625,120.33403778076172,98.1983413696289,78.76896667480469,126.73479461669922,124.26998138427734,7035000,706600,1545000,3255500,76700,14463400
2021-03-10,103.98002385260732,120.33401039780182,98.18946838378906,78.76899882644037,126.73479609748448,124.32342752623724,104.29783757200794,120.52782089100218,98.19834862353215,78.79640197753906,126.94683546929011,124.63467259397233,103.92553655226757,120.32478669126645,98.18946838378906,78.75986211965238,126.38141062526675,123.86099038697125,104.19795227050781,120.48167419433594,98.18946838378906,78.79640197753906,126.85848236083984,124.51907348632812,5683100,1110200,1535300,2860000,59200,12387600
2021-03-11,104.18889943470485,120.51860046386719,98.18946838378906,78.80553171506176,126.31956497000624,123.76312473969992,104.30694951238965,120.59243237277015,98.19834862353215,78.80553171506176,126.54927766732854,123.94988257160682,104.00729352294256,120.40785964151111,98.18946838378906,78.78726527075106,125.99268272325325,123.13173318853899,104.16165924072266,120.51860046386719,98.18946838378906,78.79640197753906,126.25772857666016,123.62083435058594,7576500,1308100,1909000,3578500,87900,14150700
2021-03-12,103.49879175654969,120.17715454101562,98.19834862353215,78.77813288499601,124.33176368174816,121.299747578516,103.50786720269161,120.19561604094254,98.19834862353215,78.78726959228516,124.34943700336932,121.35311663955522,103.29902109628365,120.09409891434214,98.18946838378906,78.76900314697254,123.82818860229828,120.63277679585651,103.4079818725586,120.17715454101562,98.18946838378906,78.78726959228516,124.04021453857422,120.99739074707031,7332600,1368100,3366500,1824700,91100,20402700
2021-03-15,103.47152483551099,120.19561214047123,98.18946838378906,78.77812856396308,124.4024360177771,121.37980481105427,103.6349728964693,120.27866776444947,98.19834862353215,78.79640197753906,124.85301806689762,121.91337334127883,103.44428464665464,120.17715064114341,98.18946838378906,78.77812856396308,124.34059961700773,121.30865962644637,103.53508758544922,120.2325210571289,98.18946838378906,78.79640197753906,124.63214874267578,121.7088394165039,4465500,834100,2186500,2273700,41000,11366500
2021-03-16,103.6531374983795,120.29708698112013,98.18946838378906,78.78726527075106,124.79996712642827,121.85117761915157,103.73485806483619,120.35245737764374,98.19834862353215,78.79640197753906,124.89715014419413,121.9400989576507,103.39888649897624,120.23247879718058,98.18946838378906,78.77812856396308,123.98716983274586,120.72176942067422,103.51692962646484,120.27862548828125,98.18946838378906,78.79640197753906,124.43775177001953,121.21977233886719,5479400,872500,1745400,1853600,161600,15567900
2021-03-17,103.12647006162938,120.11249798269688,98.1894611305418,78.78724834404643,123.55430114397282,120.18812140882437,103.56233386326105,120.53702781813693,98.20722838752448,78.84205463446918,123.91651657792768,120.52605759124401,102.9357818133593,120.03868017670037,98.1894611305418,78.77811163922138,122.97120291254318,119.29882709260798,103.34439849853516,120.35245513916016,98.1983413696289,78.81465148925781,123.7044906616211,120.3126220703125,8975900,2256200,1994900,3413300,114000,27107500
2021-03-18,102.51805542717644,119.91874841070965,98.1983413696289,78.78725266261634,122.15837681028549,118.55182921286912,102.81771127792838,120.10332116173741,98.20722838752448,78.8055191040039,123.00650723829217,119.5834139293586,102.41817014359245,119.83569278504689,98.1983413696289,78.76898622122879,122.00818732784244,118.44511823169955,102.69966125488281,120.0479507446289,98.1983413696289,78.8055191040039,122.71495819091797,119.09429931640625,8281400,1547500,1910400,4692000,55300,21615100
2021-03-19,102.48178082685085,119.85411221041653,98.1983413696289,78.79638936794221,122.547118586895,119.23658713826076,102.79051226396945,120.12175460659651,98.20722838752448,78.82379251465564,123.13904664607327,119.90355789551342,102.45454063273115,119.85411221041653,98.1983413696289,78.77811595729048,122.49409863525074,118.98758580778416,102.63614654541016,119.98331451416016,98.1983413696289,78.8055191040039,123.13020324707031,119.83241271972656,8748100,1705500,1990300,3276300,36700,18685000
2021-03-22,102.89949230626128,120.07562465540241,98.19834259625122,78.80553171506176,123.83700873105539,120.66840963490195,103.02661784594365,120.14021877528532,98.20722961425781,78.80553171506176,124.29642069131893,121.30870295551672,102.81777171410361,120.04793944945303,98.19834259625122,78.79640197753906,123.56313293115768,120.38382879482369,102.97213745117188,120.11253356933594,98.20722961425781,78.79640197753906,124.18156433105469,121.17530059814453,4679800,2178200,1670300,2118500,56800,17047500
2021-03-23,103.19908445899921,120.22327595000665,98.1983413696289,78.81465580932976,124.57908945741542,121.4687384026619,103.49874030041934,120.36170196533203,98.20722838752448,78.81465580932976,125.32122039794922,122.31356550481584,103.12643935905164,120.1863529579229,98.1983413696289,78.8055191040039,124.41124014785544,121.07744663251283,103.48057556152344,120.36170196533203,98.1983413696289,78.8055191040039,125.32122039794922,122.26911163330078,7544000,1296100,1356600,3241300,70000,16768400
2021-03-24,103.27175212186188,120.26019575439577,98.1983413696289,78.82380676269531,124.97669613775616,121.88665151771144,103.63496384531844,120.41708327997537,98.20722838752448,78.83294346967271,125.88667661529722,122.9715914439321,103.24450500756504,120.24173425668148,98.1983413696289,78.81467005571791,124.87951310225213,121.78882862044395,103.61680603027344,120.39863586425781,98.1983413696289,78.82380676269531,125.86900329589844,122.9271240234375,14634800,2460300,1937500,2322600,126800,13863000
2021-03-25,103.67126375302223,120.43554477768966,98.20722838752448,78.83293914794922,126.01913676154476,123.06947342286837,103.73482648352184,120.50015297869129,98.20722838752448,78.84206888516069,126.12514966920232,123.30958675316857,103.3262099199984,120.29711874982434,98.1983413696289,78.8146657349962,125.03847692335184,121.91338778276739,103.48057556152344,120.39863586425781,98.1983413696289,78.83293914794922,125.197509765625,121.95785522460938,10573800,1334200,1255000,2771400,93700,20782000
2021-03-26,103.19909129916574,120.26941188795521,98.1983413696289,78.82380244147271,124.48194573910646,121.31753980184375,103.41701968563494,120.37091490211483,98.20722838752448,78.84206888516069,125.09154723088571,122.04676771951688,103.12644619440319,120.21402740478516,98.1983413696289,78.82380244147271,124.41127941845394,121.13968363666062,103.13552856445312,120.21402740478516,98.1983413696289,78.83293914794922,124.63214874267578,121.53097534179688,6409700,1380500,1940100,3068700,38700,8433300
2021-03-29,103.22636476251459,120.27864750306175,98.1983413696289,78.82378819408287,124.79997319233122,121.68219133495951,103.23544713549278,120.28787121017291,98.20722838752448,78.83292489890792,124.79997319233122,121.6999810278378,102.69061560193393,120.0110050948866,98.1983413696289,78.80551478443276,123.58961385106457,120.02810270583421,102.78142547607422,120.0571517944336,98.1983413696289,78.81465148925781,123.8193130493164,120.49942779541016,6298000,1889800,1468400,2182000,28800,13968100
2021-03-30,102.4999016868854,119.87257370580704,98.19834862353215,78.80551478443276,123.64261496234793,120.3215447432417,102.75415957190407,120.01099971624843,98.2072356420842,78.81465148925781,124.32289609028865,121.39758345512132,102.40909876328823,119.82642700832825,98.18946838378906,78.79638504887149,123.4747521597972,120.06364174747908,102.69058990478516,119.98331451416016,98.18946838378906,78.81465148925781,124.1727066040039,121.13080596923828,5784900,2155600,1436600,2213800,44600,15020800
2021-03-31,102.6633770015671,119.92790609219026,98.18946838378906,78.80553603759778,124.1815180173132,121.24640470148886,102.78142706865034,119.97405277504029,98.19834862353215,78.80553603759778,124.35821071127253,121.4687283188392,102.41820834992336,119.78948012563065,98.18946838378906,78.78726959228516,123.56308684806133,120.03696368032072,102.54533386230469,119.8725357055664,98.18946838378906,78.78726959228516,123.82813262939453,120.4549331665039,8620000,1266900,2020800,4481000,82400,19271300
